name,thumbnail
Sumo Deadlift,https://pump-app.s3.eu-west-2.amazonaws.com/exercise-thumbnails/01171201-Barbell-Sumo-Deadlift_Hips_thumbnail@3x.jpg
Sumo Squat,https://pump-app.s3.eu-west-2.amazonaws.com/exercise-thumbnails/10641201-Sumo-Squat-(male)_Thighs-FIX__thumbnail_@3x.jpg
Sumo Squat (Barbell),https://pump-app.s3.eu-west-2.amazonaws.com/exercise-thumbnails/10631201-Barbell-sumo-squat_Thighs_thumbnail@3x.jpg
Sumo Squat (Dumbbell),https://pump-app.s3.eu-west-2.amazonaws.com/exercise-thumbnails/23221201-Dumbbell-Sumo-Squat-(female)_Thighs__thumbnail_@3x.jpg
Sumo Squat (Kettlebell),https://pump-app.s3.eu-west-2.amazonaws.com/exercise-thumbnails/40891201-Kettlebell-Sumo-Squat-(male)_Hips__thumbnail_@3x.jpg
Superman,https://pump-app.s3.eu-west-2.amazonaws.com/exercise-thumbnails/08041101-Superman_Waist_small_thumbnail@3x.jpg
Swimming,None
T Bar Row,https://pump-app.s3.eu-west-2.amazonaws.com/exercise-thumbnails/06061201-Lever-T-bar-Row-(plate-loaded)_Back_thumbnail@3x.jpg
Thruster (Barbell),None
Thruster (Kettlebell),https://pump-app.s3.eu-west-2.amazonaws.com/exercise-thumbnails/05501101-Kettlebell-Thruster_Shoulders_small_thumbnail@3x.jpg
Toe Touch,None
Toes to Bar,https://pump-app.s3.eu-west-2.amazonaws.com/exercise-thumbnails/04741201-Hanging-Straight-Leg-Hip-Raise_Waist_thumbnail@3x.jpg
Torso Rotation,None
Treadmill,https://pump-app.s3.eu-west-2.amazonaws.com/exercise-thumbnails/21971201-Run-on-Treadmill-(female)_Cardio_thumbnail@3x.jpg
Triceps Dip,https://pump-app.s3.eu-west-2.amazonaws.com/exercise-thumbnails/08141201-Triceps-Dip_Upper-Arms_thumbnail@3x.jpg
Triceps Dip (Assisted),https://pump-app.s3.eu-west-2.amazonaws.com/exercise-thumbnails/00191201-Assisted-Triceps-Dip-(kneeling)_Upper-Arms_thumbnail@3x.jpg
Triceps Dip (Weighted),https://pump-app.s3.eu-west-2.amazonaws.com/exercise-thumbnails/17551101-Weighted-Tricep-Dips_Upper-Arms_small_thumbnail@3x.jpg
Triceps Extension (Barbell),https://pump-app.s3.eu-west-2.amazonaws.com/exercise-thumbnails/00921201-Barbell-Seated-Overhead-Triceps-Extension_Upper-Arms_thumbnail@3x.jpg
Triceps Extension (Cable),https://pump-app.s3.eu-west-2.amazonaws.com/exercise-thumbnails/01491101-Cable-Alternate-Triceps-Extension_Upper-Arms_small_thumbnail@3x.jpg
Triceps Extension (Dumbbell),https://pump-app.s3.eu-west-2.amazonaws.com/exercise-thumbnails/04301201-Dumbbell-Standing-Triceps-Extension_Upper-Arms_thumbnail@3x.jpg
Triceps Extension (Machine),https://pump-app.s3.eu-west-2.amazonaws.com/exercise-thumbnails/10331201-Lever-Triceps-Extension_Upper-Arms_thumbnail@3x.jpg
Triceps Extension (Suspension),https://pump-app.s3.eu-west-2.amazonaws.com/exercise-thumbnails/11041101-Suspender-Triceps-Extension_Upper-Arms_small_thumbnail@3x.jpg
Triceps Kickback (Cable),https://pump-app.s3.eu-west-2.amazonaws.com/exercise-thumbnails/45661101-Cable-Neutral-Grip-Kickback_Upper-arms_small_thumbnail_@3x.jpg
Triceps Kickback (Dumbbell),https://pump-app.s3.eu-west-2.amazonaws.com/exercise-thumbnails/03331201-Dumbbell-Kickback_Upper-Arms_thumbnail@3x.jpg
Triceps Pressdown,None
Triceps Pushdown,https://pump-app.s3.eu-west-2.amazonaws.com/exercise-thumbnails/02011201-Cable-Pushdown_Upper-Arms_thumbnail@3x.jpg
Triceps Rope Pushdown,https://pump-app.s3.eu-west-2.amazonaws.com/exercise-thumbnails/02001101-Cable-Pushdown-(with-rope-attachment)_Upper-Arms_small_thumbnail@3x.jpg
Upright Row (Barbell),https://pump-app.s3.eu-west-2.amazonaws.com/exercise-thumbnails/01211201-Barbell-Upright-Row_Shoulders_thumbnail@3x.jpg
Upright Row (Cable),https://pump-app.s3.eu-west-2.amazonaws.com/exercise-thumbnails/02461201-Cable-Upright-Row_shoulder_thumbnail@3x.jpg
Upright Row (Dumbbell),https://pump-app.s3.eu-west-2.amazonaws.com/exercise-thumbnails/04371201-Dumbbell-Upright-Row_shoulder_thumbnail@3x.jpg
V Up,https://pump-app.s3.eu-west-2.amazonaws.com/exercise-thumbnails/08251201-V-up_Waist_thumbnail@3x.jpg
Walking,None
Walking Lunge,https://pump-app.s3.eu-west-2.amazonaws.com/exercise-thumbnails/14601201-Walking-Lunge-Male_Hips_thumbnail@3x.jpg
Walking Lunge (Dumbbell),https://pump-app.s3.eu-west-2.amazonaws.com/exercise-thumbnails/15571201-Dumbbell-Walking-Lunges_Thighs___thumbnail_@3x.png
Wall Ball,https://pump-app.s3.eu-west-2.amazonaws.com/exercise-thumbnails/24581101-Wall-Ball_Thighs_small_thumbnail@3x.jpg
Wall Sit,https://pump-app.s3.eu-west-2.amazonaws.com/exercise-thumbnails/07341101-Sit-(wall)_Thighs_small_thumbnail@3x.jpg
Warm Up,None
Wide Pull Up,https://pump-app.s3.eu-west-2.amazonaws.com/exercise-thumbnails/14291201-Wide-Grip-Pull-Up_Back_thumbnail@3x.jpg
Wrist Roller,https://pump-app.s3.eu-west-2.amazonaws.com/exercise-thumbnails/08591101-Wrist-Roller_Forearms_small_thumbnail@3x.jpg
Yoga,None
Zercher Squat,https://pump-app.s3.eu-west-2.amazonaws.com/exercise-thumbnails/15451101-Barbell-full-Zercher-Squat_Thighs_small_thumbnail@3x.jpg
Zottman Curl (Dumbbell),https://pump-app.s3.eu-west-2.amazonaws.com/exercise-thumbnails/04391201-Dumbbell-Zottman-Curl_Upper-Arms-FIX_thumbnail@3x.jpg
